Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
"Thank You, Comrade Stalin!: Soviet Public Culture from Revolution to Cold War","Thank you, our Stalin, for a happy childhood."" ""Thank you, dear Marshal [Stalin], for our freedom, for our children's happiness, for life."" Between the Russian Revolution and the Cold War, Soviet public culture was so dominated by the power of the state that slogans like these appeared routinely in newspapers, on posters, and in government proclamations. In this penetrating historical study, Jeffrey Brooks draws on years of research into the most influential and widely circulated Russian newspapers--including Pravda, Isvestiia, and the army paper Red Star--to explain the origins, the nature, and the effects of this unrelenting idealization of the state, the Communist Party, and the leader. Brooks shows how, beginning with Lenin, the Communists established a state monopoly of the media that absorbed literature, art, and science into a stylized and ritualistic public culture--a form of political performance that became its own reality and excluded other forms of public reflection. He presents and explains scores of self-congratulatory newspaper articles, including tales of Stalin's supposed achievements and virtue, accounts of the country's allegedly dynamic economy, and warnings about the decadence and cruelty of the capitalist West. Brooks pays particular attention to the role of the press in the reconstruction of the Soviet cultural system to meet the Nazi threat during World War II and in the transformation of national identity from its early revolutionary internationalism to the ideology of the Cold War. He concludes that the country's one-sided public discourse and the pervasive idea that citizens owed the leader gratitude for the ""gifts"" of goods and services led ultimately to the inability of late Soviet Communism to diagnose its own ills, prepare alternative policies, and adjust to new realities. The first historical work to explore the close relationship between language and the implementation of the Stalinist-Leninist program, Thank You, Comrade Stalin! is a compelling account of Soviet public culture as reflected through the country's press.",['Jeffrey Brooks'],http://books.google.com/books/content?id=YugSEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=YugSEAAAQBAJ&printsec=frontcover&dq=Thank+You,+Comrade+Stalin!:+Soviet+Public+Culture+from+Revolution+to+Cold+War&hl=&cd=1&source=gbs_api",Princeton University Press,2021-04-13,https://play.google.com/store/books/details?id=YugSEAAAQBAJ&source=gbs_api,['History'],
Father India,"A collection of short biographies bears witness to the influence of India on the lives, thought, and desires of such twentieth-century Western writers and thinkers as E. M. Forster, Carl Jung, W. B. Yeats, and Martin Luther King, Jr.",['Jeffery Paine'],http://books.google.com/books/content?id=cAJuAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=cAJuAAAAMAAJ&q=Father+India&dq=Father+India&hl=&cd=1&source=gbs_api,HarperCol,1998-10-07,http://books.google.com/books?id=cAJuAAAAMAAJ&dq=Father+India&hl=&source=gbs_api,['History'],2.0
Ritual in Early Modern Europe (New Approaches to European History),Publisher Description,"['Edward Muir', 'Professor Edward Muir']",http://books.google.com/books/content?id=zlULqJ70bDUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=zlULqJ70bDUC&printsec=frontcover&dq=Ritual+in+Early+Modern+Europe+(New+Approaches+to+European+History)&hl=&cd=1&source=gbs_api,Cambridge University Press,2005-08-18,http://books.google.com/books?id=zlULqJ70bDUC&dq=Ritual+in+Early+Modern+Europe+(New+Approaches+to+European+History)&hl=&source=gbs_api,['History'],3.0
Scandal of Empire,"The Scandal of Empire reveals that the conquests and exploitations of the East India Company were critical to England's development in the eighteenth century and beyond. In this powerfully written critique, Nicholas Dirks shows how the empire projected its own scandalous behavior onto India itself. By returning to the moment when the scandal of empire became acceptable, we gain a new understanding of the modern culture of the colonizer and the colonized and the manifold implications for Britain, India, and the world.",['Nicholas B Dirks'],http://books.google.com/books/content?id=xiPd26ngXLkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=xiPd26ngXLkC&printsec=frontcover&dq=Scandal+of+Empire&hl=&cd=1&source=gbs_api,Harvard University Press,2009-06-30,https://play.google.com/store/books/details?id=xiPd26ngXLkC&source=gbs_api,['History'],
F-111,"This book is a pictorial history of the F-111, the greatest jet fighter-bomber ever built, and includes 740 color photos covering all models from the F-111A through the F-111K. In addition to a ""Roll Call"" including histories of each individual aircraft, photos of over 90% of the aircraft are included. Nose art of the FB-111A is covered with 48 photos. Book chapters include; Program History, Aircraft System Description, USAF Tactical F-111s, Strategic FB-111s, U.S. Navy F-111Bs, Royal Australian Air Force F- 111s, British Royal Air Force F-111Ks, F-111 Combat Operations, and NASA F-111s. One Hundred and twenty Unit and Campaign patches are included, along with appendices on External Differences, Avionics Systems, F-111 Specifications, a Unit and Tail Code Summary, Attrited Aircraft, and a list of the 113 Aircrew members who died flying the F-111.",['Don Logan'],http://books.google.com/books/content?id=bEoMAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=bEoMAAAACAAJ&dq=F-111&hl=&cd=1&source=gbs_api,Schiffer Pub Limited,1998,http://books.google.nl/books?id=bEoMAAAACAAJ&dq=F-111&hl=&source=gbs_api,['History'],
"Failure of a mission;: Berlin 1937-1939,","Many of the earliest books, particularly those dating back to the 1900s and before, are now extremely scarce and increasingly expensive. We are republishing these classic works in affordable, high quality, modern editions, using the original text and artwork.",['Nevile Henderson'],http://books.google.com/books/content?id=ZiN9CgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=ZiN9CgAAQBAJ&printsec=frontcover&dq=Failure+of+a+mission%3B:+Berlin+1937-1939,&hl=&cd=1&source=gbs_api",Read Books Ltd,2013-04-16,https://play.google.com/store/books/details?id=ZiN9CgAAQBAJ&source=gbs_api,['History'],3.0
Confederate Courage on Other Fields: Four Lesser Known Accounts of the War Between the States,"While many soldiers in the army of the Confederate States of America fought on famous fields like Gettysburg and Antietam, others demonstrated equal valor in lesser known places. Here are collected, for the first time, the accounts of four little known pieces of Confederate history. These four pieces are important components in understanding Confederate life in both small and large scale. The first section concerns the battle of Dinwiddie Court House on March 31, 1865, the last significant Confederate victory and the prelude to the battle of Five Forks the next day. The second section chronicles the experiences of Col. Charles C. Blacknall of the 23rd North Carolina Infantry, whose letters offer insight into the life of an officer and his personal struggles before his death from wounds received at the battle of Winchester. The third section examines a tragic and bloody series of conflicts and retaliations in southeast Missouri that demonstrated the revenge and violence against civilians that often erupted during the war. Finally, the history of General Hospital Number One, at Kittrell Springs, is analyzed, including accounts from the hospital's chaplain and its chief surgeon, and many of the last words they recorded in the performance of their duties. These four accounts illustrate very personal experiences of war by Confederate soldiers, in their own words from letters and diaries, period and contemporary photographs, and maps.",['Mark J. Crawford'],http://books.google.com/books/content?id=-qxTPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=-qxTPgAACAAJ&dq=Confederate+Courage+on+Other+Fields:+Four+Lesser+Known+Accounts+of+the+War+Between+the+States&hl=&cd=1&source=gbs_api,McFarland,2005-01-01,http://books.google.com/books?id=-qxTPgAACAAJ&dq=Confederate+Courage+on+Other+Fields:+Four+Lesser+Known+Accounts+of+the+War+Between+the+States&hl=&source=gbs_api,['History'],
Last Letters From Stalingrad,,,http://books.google.com/books/content?id=ttsWAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=ttsWAQAAIAAJ&q=Last+Letters+From+Stalingrad&dq=Last+Letters+From+Stalingrad&hl=&cd=1&source=gbs_api,Praeger,1974,http://books.google.com/books?id=ttsWAQAAIAAJ&dq=Last+Letters+From+Stalingrad&hl=&source=gbs_api,['History'],1.0
Books for Burning: Between Civil War and Democracy in 1970s Italy,Subversive political writings by the acclaimed author of Empire.,"['Antonio Negri', 'Lecturer in Politics and Ethics Arianna Bove']",http://books.google.com/books/content?id=JIbHaGm3edQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=JIbHaGm3edQC&printsec=frontcover&dq=Books+for+Burning:+Between+Civil+War+and+Democracy+in+1970s+Italy&hl=&cd=1&source=gbs_api,Verso,2005,http://books.google.com/books?id=JIbHaGm3edQC&dq=Books+for+Burning:+Between+Civil+War+and+Democracy+in+1970s+Italy&hl=&source=gbs_api,['History'],
Breaking the Backbone of the Rebellion,"This detailed account of the final battles of the Civil War siege of Petersburg covers leadership, supply, desertion, strategy and tactics, and was written by the director of the Pamplin Park Historic Site.",['A. Wilson Greene'],http://books.google.com/books/content?id=MYsVAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=MYsVAQAAMAAJ&q=Breaking+the+Backbone+of+the+Rebellion&dq=Breaking+the+Backbone+of+the+Rebellion&hl=&cd=1&source=gbs_api,"Da Capo Press, Incorporated",2000-06-21,http://books.google.com/books?id=MYsVAQAAMAAJ&dq=Breaking+the+Backbone+of+the+Rebellion&hl=&source=gbs_api,['History'],
Egypt of the Pharaohs: An introduction,Discusses the dynasties of the Egyptian pharaohs and the impact of their rule on their own country and the ancient world.,"['Alan Henderson Gardiner', 'Alan Henderson Gardiner, Sir']",http://books.google.com/books/content?id=lzhBbsElbKAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=lzhBbsElbKAC&printsec=frontcover&dq=Egypt+of+the+Pharaohs:+An+introduction&hl=&cd=1&source=gbs_api,Oxford University Press on Demand,1961,http://books.google.com/books?id=lzhBbsElbKAC&dq=Egypt+of+the+Pharaohs:+An+introduction&hl=&source=gbs_api,['History'],2.0
Baseball in Minnesota: A Definitive History,"From the early days of town ball to the latest seasons of the Twins and Saints, Stew Thornley offers the ultimate history of the Great American Pastime in the North Star State.",['Stew Thornley'],http://books.google.com/books/content?id=D0u6nMN6iwoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=D0u6nMN6iwoC&printsec=frontcover&dq=Baseball+in+Minnesota:+A+Definitive+History&hl=&cd=1&source=gbs_api,Minnesota Historical Society,2006,http://books.google.com/books?id=D0u6nMN6iwoC&dq=Baseball+in+Minnesota:+A+Definitive+History&hl=&source=gbs_api,['History'],
"Splendid Land, Splendid People: The Chickasaw Indians to Removal","Before the Chickasaws were removed to lands in Oklahoma in the 1800s, the heart of the Chickasaw Nation was located east of the Mississippi River in the upper watershed of the Tombigbee River in what is today northeastern Mississippi. Their lands had been called ""splendid and fertile"" by French governor Bienville at the time they were being coveted by early European settlers. The people were also termed ""splendid"" and described by documents of the 1700s as ""tall, well made, and of an unparalleled courage. . . . The men have regular features, well shaped and neatly dressed; they are fierce, and have a high opinion of themselves."" The progenitors of the sociopolitical entity termed by European chroniclers progressively as Chicasa, Chicaca, Chicacha, Chicasaws, and finally Chickasaw may have migrated from west of the Mississippi River in prehistoric times. Or migrating people may have joined indigenous populations. Despite this longevity in their ancestral lands, the Chickasaw were the only one of the original ""five civilized tribes"" to leave no remnant community in the Southeast at the time of removal. Atkinson thoroughly researches the Chickasaw Indians, tracing their history as far back as the documentation and archaeological record will allow. He historicizes from a Native viewpoint and outlines political events leading to removal, while addressing important issues such as slave-holding among Chickasaws, involvement of Chickasaw and neighboring Indian tribes in the American Revolution, and the lives of Chickasaw women. Splendid Land, Splendid People will become a fundamental resource for current information and further research on the Chickasaw. A wide audience of librarians, anthropologists, historians, and general readers have long awaited publication of this important volume.",['James R. Atkinson'],http://books.google.com/books/content?id=g1EyjqCEKLwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=g1EyjqCEKLwC&printsec=frontcover&dq=Splendid+Land,+Splendid+People:+The+Chickasaw+Indians+to+Removal&hl=&cd=1&source=gbs_api",University of Alabama Press,2004,"http://books.google.com/books?id=g1EyjqCEKLwC&dq=Splendid+Land,+Splendid+People:+The+Chickasaw+Indians+to+Removal&hl=&source=gbs_api",['History'],
"Nationalists, Soldiers and Separatists: The Ambonese Islands from Colonialism to Revolt, 1880-1950","On 25 April 1950 the Republic of the South Moluccas was proclaimed in Ambon Town. Not until December, after a breakdown in negotiations and a protracted battle, did the Indonesian army take control of Ambon Island. In remote parts of inhospitable Ceram, RMS remnants held out until 1962. This book examines the revolt of the Republic of the South Moluccas in the context of the social and economic changes experienced in Ambonese society during the last century of colonial rule.",['Richard Chauvel'],http://books.google.com/books/content?id=UbZiAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=UbZiAAAAQBAJ&printsec=frontcover&dq=Nationalists,+Soldiers+and+Separatists:+The+Ambonese+Islands+from+Colonialism+to+Revolt,+1880-1950&hl=&cd=1&source=gbs_api",BRILL,2008-01-01,"http://books.google.nl/books?id=UbZiAAAAQBAJ&dq=Nationalists,+Soldiers+and+Separatists:+The+Ambonese+Islands+from+Colonialism+to+Revolt,+1880-1950&hl=&source=gbs_api",['History'],
Reflections on the Way to the Gallows: Rebel Women in Prewar Japan,"In this book, for the first time, we can hear the startling, moving voices of adventurous and rebellious Japanese women as they eloquently challenged the social repression of prewar Japan. The extraordinary women whose memoirs, recollections, and essays are presented here constitute a strong current in the history of modern Japanese life from the 1880s to the outbreak of the Pacific War.",['Mikiso Hane'],http://books.google.com/books/content?id=OqhwN6qKpUsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=OqhwN6qKpUsC&printsec=frontcover&dq=Reflections+on+the+Way+to+the+Gallows:+Rebel+Women+in+Prewar+Japan&hl=&cd=1&source=gbs_api,Univ of California Press,1988-09-04,https://play.google.com/store/books/details?id=OqhwN6qKpUsC&source=gbs_api,['History'],2.0
Reporting World War II Part Two: American Journalism 1944-46,"Concerns about rights in the United States have a long history, but the articulation of global human rights in the twentieth century was something altogether different. Global human rights offered individuals unprecedented guarantees beyond the nation for the protection of political, economic, social and cultural freedoms. The World Reimagined explores how these revolutionary developments first became believable to Americans in the 1940s and the 1970s through everyday vernaculars as they emerged in political and legal thought, photography, film, novels, memoirs and soundscapes. Together, they offered fundamentally novel ways for Americans to understand what it means to feel free, culminating in today's ubiquitous moral language of human rights. Set against a sweeping transnational canvas, the book presents a new history of how Americans thought and acted in the twentieth-century world.",['Mark Philip Bradley'],http://books.google.com/books/content?id=6zn7DAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=6zn7DAAAQBAJ&pg=PA258&dq=Reporting+World+War+II+Part+Two:+American+Journalism+1944-46&hl=&cd=1&source=gbs_api,Cambridge University Press,2016-09-12,https://play.google.com/store/books/details?id=6zn7DAAAQBAJ&source=gbs_api,['History'],
Tagebuch im Kriege: A Diary of WWI Rumania,"This book puts German policy toward Romania and the German East into a global context. One of the signal events of the twentieth century was Germany's effort to construct an empire in Europe modeled on the European experience outside Europe. The turn to European empire resulted less from the dynamics of capitalist expansion than from a deep crisis in global political and economic order. Confronted with the global economic and political power of the western allies, the Germans turned to Eastern Europe to construct a dependent space, tied to Germany as Central America was to the US. The First World War transformed how Germans thought about international order, empire and the nature of Romanians. The domestic consequences of Germany's eviction from global markets authorized deep interventions in Romanian society to establish a pre-eminent position for the German state inside Romania. David Hamlin embeds occupation and war aims in economic concerns.",['David Hamlin'],http://books.google.com/books/content?id=3BssDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=3BssDwAAQBAJ&pg=PA334&dq=Tagebuch+im+Kriege:+A+Diary+of+WWI+Rumania&hl=&cd=1&source=gbs_api,Cambridge University Press,2017-07-03,https://play.google.com/store/books/details?id=3BssDwAAQBAJ&source=gbs_api,['History'],
Woman of Honor?,,"['Mercedes Graf', 'Mary Edwards Walker']",,http://books.google.com/books?id=2IvwAAAACAAJ&dq=Woman+of+Honor%3F&hl=&cd=1&source=gbs_api,,2001,http://books.google.com/books?id=2IvwAAAACAAJ&dq=Woman+of+Honor%3F&hl=&source=gbs_api,['History'],
"Army and Empire: British Soldiers on the American Frontier, 1758-1775 (Studies in War, Society, and the Militar)","Going beyond the war experience, 'Army and Empire' examines the lives and experiences of British soldiers in the complex, evolving cultural frontiers of the West in British America.",['Michael N. McConnell'],http://books.google.com/books/content?id=CzotDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=CzotDwAAQBAJ&dq=Army+and+Empire:+British+Soldiers+on+the+American+Frontier,+1758-1775+(Studies+in+War,+Society,+and+the+Militar)&hl=&cd=1&source=gbs_api",U of Nebraska Press,2008-05,"http://books.google.com/books?id=CzotDwAAQBAJ&dq=Army+and+Empire:+British+Soldiers+on+the+American+Frontier,+1758-1775+(Studies+in+War,+Society,+and+the+Militar)&hl=&source=gbs_api",['History'],1.0
Eagles of the Third Reich: The Men Who Made the Luftwaffe,"Originally published under the title ""Men of the Luftwaffe"", ""this insightful, well-researched book traces the rise and fall of Hitler's air force from the perspective of its top leaders, concentrating on problems of organization, policy and aircraft production rather than battles and campaigns"" (""Publishers Weekly"").",['Samuel W. Mitcham'],http://books.google.com/books/content?id=u-NUkgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=u-NUkgEACAAJ&dq=Eagles+of+the+Third+Reich:+The+Men+Who+Made+the+Luftwaffe&hl=&cd=1&source=gbs_api,Presidio Press,1997,http://books.google.com/books?id=u-NUkgEACAAJ&dq=Eagles+of+the+Third+Reich:+The+Men+Who+Made+the+Luftwaffe&hl=&source=gbs_api,['History'],
Cry of the eagle: History and legends of the Cherokee Indians and their buried treasures,"Includes Indian agents' reports on the Cherokee, 1831-1833 (p. 7-30), biographical notes on Cherokee chiefs (p. 31-47), stories of gold buried on Cherokee land, and other stories of the Cherokee removal (p.49-80), photographs and sketches of Cherokee signs and symbols (p. 81-126), additional stories of buried gold (p. 129-138), and pictures of and a letter about the Franklin gold mines (p. 140-145).",['Forest C. Wade'],http://books.google.com/books/content?id=TXTnGAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=TXTnGAAACAAJ&dq=Cry+of+the+eagle:+History+and+legends+of+the+Cherokee+Indians+and+their+buried+treasures&hl=&cd=1&source=gbs_api,Createspace Independent Pub,1969,http://books.google.com/books?id=TXTnGAAACAAJ&dq=Cry+of+the+eagle:+History+and+legends+of+the+Cherokee+Indians+and+their+buried+treasures&hl=&source=gbs_api,['History'],
"Black night, white snow: Russia's Revolutions 1905-1917","The destruction of the Czars which brought about the reign of revolutions from 1905–1917 in Russia looms as the crucial political event of the twentieth century. In little more than a decade the Romanov dynasty was toppled, and its time-honored institutions repudiated. How did it happen? How could Nicholas and Alexandra, the nobility, middle class anarchists—even Lenin himself—not foresee the catastrophic changes that were shaking the empire? Why could nothing be done? And why were the efforts so ineffectual? Black Night, White Snow captures the rich drama of this whole period. With the artistry of a Balzac, Harrison Salisbury exposes the strata of Russian society, with its decedents, prophetic poets, religious fanatics, and newly liberated serfs. From archival sources within the Soviet Union, interviews, and his personal photography collection, he recreates the story as it happened. Hard data on Russia's economy, a first-hand knowledge of the county, and a historian's gift of compression are combined in a fast-paced narrative that reads with the ease of a good novel and the urgency of a newspaper headline.",['Harison E. Salisbury'],http://books.google.com/books/content?id=8NQ76Cw-LYAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=8NQ76Cw-LYAC&q=Black+night,+white+snow:+Russia%27s+Revolutions+1905-1917&dq=Black+night,+white+snow:+Russia%27s+Revolutions+1905-1917&hl=&cd=1&source=gbs_api",Da Capo Press,1981-08-21,"http://books.google.com/books?id=8NQ76Cw-LYAC&dq=Black+night,+white+snow:+Russia%27s+Revolutions+1905-1917&hl=&source=gbs_api",['History'],1.0
"German Women for Empire, 1884 1945 (Politics, History, and Culture)","When Germany annexed colonies in Africa and the Pacific beginning in the 1880s, many German women were enthusiastic. At the same time, however, they found themselves excluded from what they saw as a great nationalistic endeavor. In German Women for Empire, 1884–1945 Lora Wildenthal untangles the varied strands of racism, feminism, and nationalism that thread through German women’s efforts to participate in this episode of overseas colonization. In confrontation and sometimes cooperation with men over their place in the colonial project, German women launched nationalist and colonialist campaigns for increased settlement and new state policies. Wildenthal analyzes recently accessible Colonial Office archives as well as mission society records, periodicals, women’s memoirs, and fiction to show how these women created niches for themselves in the colonies. They emphasized their unique importance for white racial “purity” and the inculcation of German culture in the family. While pressing for career opportunities for themselves, these women also campaigned against interracial marriage and circulated an image of African and Pacific women as sexually promiscuous and inferior. As Wildenthal discusses, the German colonial imaginary persisted even after the German colonial empire was no longer a reality. The women’s colonial movement continued into the Nazi era, combining with other movements to help turn the racialist thought of the late-nineteenth and early-twentieth centuries into the hierarchical evaluation of German citizens as well as colonial subjects. Students and scholars of women’s history, modern German history, colonial politics and culture, postcolonial theory, race/ethnicity, and gender will welcome this groundbreaking study.",['Lora Wildenthal'],http://books.google.com/books/content?id=WK7wTLVneYsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=WK7wTLVneYsC&printsec=frontcover&dq=German+Women+for+Empire,+1884+1945+(Politics,+History,+and+Culture)&hl=&cd=1&source=gbs_api",Duke University Press,2001-11-07,https://play.google.com/store/books/details?id=WK7wTLVneYsC&source=gbs_api,['History'],
"The philosophy of fire,","This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",['Reuben Swinburne Clymer'],http://books.google.com/books/content?id=bmllwwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=bmllwwEACAAJ&dq=The+philosophy+of+fire,&hl=&cd=1&source=gbs_api",Wentworth Press,2019-02-22,"http://books.google.com/books?id=bmllwwEACAAJ&dq=The+philosophy+of+fire,&hl=&source=gbs_api",['History'],
Ghost Stories of the Civil War,"More than 600,000 men died during the Civil War, but the conflict also displaced countless civilians. In this collection, noted authors Dan Asfar and Edrick Thay recount fascinating stories of soldiers, statesmen and star-crossed lovers, both ordinary and extraordinary, whose lingering spirits serve as a testament to America's most devastating war: * Eyewitnesses spot the ghosts of Abraham Lincoln, Jefferson Davis and Edgar Allan Poe at Fort Monroe, one of the few Union forts in the Confederate South. * In New Orleans, the spirits of General Pierre Beauregard and his fallen soldiers continue to fight the tragic Battle of Shiloh. * An anti-slavery crusader haunts Harpers Ferry, where he staged a munitions raid and was hanged before the war broke out. * ''Old Green Eyes, '' the disembodied head of a fallen soldier, terrifies visitors to Chickamauga and Chattanooga National Military Park in Georgia. * In the cemetery of a former Ohio war prison, a battalion of Confederate dead rise from their anonymous graves. * An entire chapter explores the many specters of Gettysburg, the war's most infamous battlefield. * For anyone interested in the paranormal, Ghost Stories of the Civil War will prove a chilling and unforgettable treat.","['Dan Asfar', 'Edrick Thay']",http://books.google.com/books/content?id=eqGjzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=eqGjzgEACAAJ&dq=Ghost+Stories+of+the+Civil+War&hl=&cd=1&source=gbs_api,Ghost Stories,2021-09-30,http://books.google.com/books?id=eqGjzgEACAAJ&dq=Ghost+Stories+of+the+Civil+War&hl=&source=gbs_api,['History'],
Hugo Language Course: Czech In Three Months (with Cassettes),"Most entries of this revised edition are new as so much has been recently published on Czech affairs. All aspects of the country are covered in selective, critical annotations of pre-eminently English-language publications, making this an invaluale reference work for scholars, students and the general reader alike.","['Vladk̕a Edmondson', 'David Short']",http://books.google.com/books/content?id=Lc_fAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=Lc_fAAAAMAAJ&q=Hugo+Language+Course:+Czech+In+Three+Months+(with+Cassettes)&dq=Hugo+Language+Course:+Czech+In+Three+Months+(with+Cassettes)&hl=&cd=1&source=gbs_api,Abc-Clio Incorporated,1999,http://books.google.nl/books?id=Lc_fAAAAMAAJ&dq=Hugo+Language+Course:+Czech+In+Three+Months+(with+Cassettes)&hl=&source=gbs_api,['History'],
Dead March,"Winner of the Bolton-Johnson Prize Winner of the Utley Prize Winner of the Distinguished Book Award, Society for Military History “The Dead March incorporates the work of Mexican historians...in a story that involves far more than military strategy, diplomatic maneuvering, and American political intrigue...Studded with arresting insights and convincing observations.” —James Oakes, New York Review of Books “Superb...A remarkable achievement, by far the best general account of the war now available. It is critical, insightful, and rooted in a wealth of archival sources; it brings far more of the Mexican experience than any other work...and it clearly demonstrates the social and cultural dynamics that shaped Mexican and American politics and military force.” —Journal of American History It has long been held that the United States emerged victorious from the Mexican–American War because its democratic system was more stable and its citizens more loyal. But this award-winning history shows that Americans dramatically underestimated the strength of Mexican patriotism and failed to see how bitterly Mexicans resented their claims to national and racial superiority. Their fierce resistance surprised US leaders, who had expected a quick victory with few casualties. By focusing on how ordinary soldiers and civilians in both countries understood and experienced the conflict, The Dead March offers a clearer picture of the brief, bloody war that redrew the map of North America.",['Peter Guardino'],http://books.google.com/books/content?id=jsIyDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=jsIyDwAAQBAJ&printsec=frontcover&dq=Dead+March&hl=&cd=1&source=gbs_api,Harvard University Press,2017-08-28,https://play.google.com/store/books/details?id=jsIyDwAAQBAJ&source=gbs_api,['History'],1.0
Few Survived: History of Submarine Disasters,"A revised edition of an account of peacetime submarine disasters from 1774 to the present day, previously published in 1991. Examines the development of the submarine from experimental stages in the late 18th century to the present day, and provides details of all disasters ever reported.",['Edwyn Gray'],http://books.google.com/books/content?id=LIOjAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=LIOjAwAAQBAJ&printsec=frontcover&dq=Few+Survived:+History+of+Submarine+Disasters&hl=&cd=1&source=gbs_api,Pen and Sword,1996-04-01,https://play.google.com/store/books/details?id=LIOjAwAAQBAJ&source=gbs_api,['History'],
Pacific Alamo: The Battle for Wake Island,"It happened in the shadow of Pearl Harbor—mere hours after the first attack on the day that would “live in infamy.” But few know the full story of Wake Island. Now a prominent military historian, breaking new ground on the assault, relates the compelling events of that day and the heroic struggle that followed. Thanks to the brave Marines stationed there-and the civilian construction workers who selflessly put their lives on the line to defend the island-what was supposed to be an easy victory became a protracted and costly battle for Imperial Japan. This is the story of that battle, from survivors on both sides, and with a gallery of historic photos.",['John Wukovits'],http://books.google.com/books/content?id=l6ZbyoHihwMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=l6ZbyoHihwMC&printsec=frontcover&dq=Pacific+Alamo:+The+Battle+for+Wake+Island&hl=&cd=1&source=gbs_api,Penguin,2004-07-06,https://play.google.com/store/books/details?id=l6ZbyoHihwMC&source=gbs_api,['History'],1.0
"Utah Expedition, 1857-1858: A Documentary Account",,"['LeRoy Reuben Hafen', 'Ann Woodbury Hafen']",http://books.google.com/books/content?id=M5sTAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=M5sTAAAAIAAJ&q=Utah+Expedition,+1857-1858:+A+Documentary+Account&dq=Utah+Expedition,+1857-1858:+A+Documentary+Account&hl=&cd=1&source=gbs_api",Arthur H Clark,1958,"http://books.google.com/books?id=M5sTAAAAIAAJ&dq=Utah+Expedition,+1857-1858:+A+Documentary+Account&hl=&source=gbs_api",['History'],
