Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount,image_path,main_category,label
Jesus Remember Me,"On the day that changed the world, three men were crucified on a hill outside Jerusalem. Two of these men were violent criminals. The third was God Incarnate. To His left, died a man mocking and cursing. To His right, died a man who cried out to his Saviour, ""Jesus, Remember Me."" Journey to the foot of each cross as these men face suffering and death. Then decide: Of the two men who died next to Jesus Christ, whose cross would you choose? ""Ron has stood long, and knelt longer, at the foot of Calvary, in the shadow of its three crosses, in the brightness of its central one. In Jesus, Remember Me he brings us a dispatch of that encounter that is at once harrowing and exhilarating. He dares to defy all theological trendiness and instead to plunge us deep and hard into this truth; nothing but the blood of Jesus can wash away my sin. This is a book for those who want to be done with lesser things."" -Mark Buchanan Author of Your God Is Too Safe, Things Unseen, and The Holy Wild ""The busyness of parish life in an age of aggressive and militant secularism makes it easy to forget that our life has meaning. In the distractions and stress of our lives, meaning and purpose seem to evaporate. In the quiet despair of meaning in our world Ron Corcoran has intervened with the story of how God has answered for each of us the prayer 'Jesus, Remember Me.'"" - Dr. Harry Robinson Chaplain, Anglican Studies Program, Regent College Ron Corcoran is the pastor of St. Matthias Anglican Church in Victoria, British Columbia.",['Ron Corcoran'],http://books.google.com/books/content?id=IKqiEviNTysC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=IKqiEviNTysC&printsec=frontcover&dq=Jesus+Remember+Me&hl=&cd=1&source=gbs_api,Clements Publishing Group,2004,http://books.google.com/books?id=IKqiEviNTysC&dq=Jesus+Remember+Me&hl=&source=gbs_api,['Religion'],,book_covers/388_Jesus_Remember_Me.jpg,Religion,2
Politically Incorrect Guide to Islam (and the Crusades) (Library Edition),Presents a critical analysis of the differences between Christianity and Islam and maintains that Islam contains a political agenda which endorses violence and aggression against non-Muslims.,['Robert Spencer'],http://books.google.com/books/content?id=_cYuBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=_cYuBAAAQBAJ&printsec=frontcover&dq=Politically+Incorrect+Guide+to+Islam+(and+the+Crusades)+(Library+Edition)&hl=&cd=1&source=gbs_api,Regnery Publishing,2005-07-01,http://books.google.com/books?id=_cYuBAAAQBAJ&dq=Politically+Incorrect+Guide+to+Islam+(and+the+Crusades)+(Library+Edition)&hl=&source=gbs_api,['Religion'],11.0,book_covers/491_Politically_Incorrect_Guide_to_Islam__and_the_Crusades___Library_Edition_.jpg,Religion,2
Lucifer's Hammer,"The gigantic comet had slammed into Earth, forging earthquakes a thousand times too powerful to measure on the Richter scale, tidal waves thousands of feet high. Cities were turned into oceans; oceans turned into steam. It was the beginning of a new Ice Age and the end of civilization. But for the terrified men and women chance had saved, it was also the dawn of a new struggle for survival--a struggle more dangerous and challenging than any they had ever known.... ""Massively entertaining."" CLEVELAND PLAIN-DEALER","['Larry Niven', 'Jerry Pournelle']",http://books.google.com/books/content?id=mWL5SdJobpcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=mWL5SdJobpcC&printsec=frontcover&dq=Lucifer%27s+Hammer&hl=&cd=1&source=gbs_api,Fawcett Books,1983,http://books.google.com/books?id=mWL5SdJobpcC&dq=Lucifer%27s+Hammer&hl=&source=gbs_api,['Fiction'],46.0,book_covers/259_Lucifer_s_Hammer.jpg,Fiction,0
Stockton genealogy,,['E.B. Stockton'],http://books.google.com/books/content?id=UUYHAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=UUYHAwAAQBAJ&printsec=frontcover&dq=Stockton+genealogy&hl=&cd=1&source=gbs_api,Рипол Классик,1909,https://play.google.com/store/books/details?id=UUYHAwAAQBAJ&source=gbs_api,['History'],,book_covers/952_Stockton_genealogy.jpg,History,1
God Help Me! These People Are Driving Me Nuts,"Generous helpings of humor and abundant practical advice make this Christian spirituality book a useful tool for dealing with difficult relationships. Old enemies, unreasonable employers, petty neighbors, wayward children, or an inattentive spouse can sabotage even the most devout Christian and lead to unhealthy emotions and destructive behavior. Laying out the components of the P-E-A-C-E process, this handbook presents strategies for understanding the causes of problem behavior—in others or in oneself—taking corrective action, and options if those strategies fail. Questions such as How can I respectfully and lovingly bring about changes in my life and in relationships? How do I cope with people who will not change their self-destructive ways no matter how hard I try to help them? and Is it ever acceptable to sever ties with a friend or family member? are examined and addressed in this sympathetic, results-oriented guide to keeping faith in everyday life.",['Gregory K. Popcak'],http://books.google.com/books/content?id=LNsQQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=LNsQQgAACAAJ&dq=God+Help+Me!+These+People+Are+Driving+Me+Nuts&hl=&cd=1&source=gbs_api,,2010-04-01,http://books.google.com/books?id=LNsQQgAACAAJ&dq=God+Help+Me!+These+People+Are+Driving+Me+Nuts&hl=&source=gbs_api,['Religion'],,book_covers/481_God_Help_Me__These_People_Are_Driving_Me_Nuts.jpg,Religion,2
"A Middle East Mosaic: Fragments of Life, Letters, and History","In times of war and in peace, from the earliest days of the Roman Empire to our own, Westerners have journeyed to the lands of the middle east, bringing back accounts of their adventures and impressions. Yet it was never a one way exchange. From the first Arab embassy to the Vikings in the 9th century to the internet musings of the Taliban, A Middle East Mosaic collects a rich, boisterous literature of cultural exchange. We see the American Revolution through the eyes of a Moroccan Ambassador and the French Revolution through a series of Imperial Ottoman proclamations. We find surprising portraits of Napoleon (""a brigand chief""), TE Lawrence and Ataturk. We learn what George Washington and Machiavelli through t of Turkish politics and hear Flaubert and Thackeray rail against eastern crime and punishment. We peer into Voltaire's business correspondence and follow the footsteps of Mark Twain, Richard Burton, Gertrude Bell and Ibn Battutta, the Marco Polo of the east. Great discoveries are recorded - an Egyptian Ambassador is introduced to electricity and dismisses the spectacle as ""frankish trickery;"" another pronounces the invention of a secure mail system most useful for assignations. We enter the harem with a 16th century organ maker and emerge with Ottoman reform. It was not until the sixteenth century that the first middle eastern rulers entered into diplomatic relations with European rulers, but trade often precede diplomatic relations. Business men from the days of the crusades against Saladin to the oil prospecting of Samuel Cox and his descendents have seen great possibilities in the markets of the middle east. And throughout the centuries we have been united by war. We witness the outbreak of the Crimean war with Karl Marx and enter Egypt with Napoleon. We observe Arab customs with George Patton and visit Baghdad and Cairo with George F. Kennan in the second world war. When Usama bin Ladin rails against ""Jews and crusaders"" occupying the holy land, he is rehearsing a grievance with a long history. This symphony of voices, full of wit and wisdom, spite and wonder, suspicion, befuddlement and occasional insight, is ordered and explained by our foremost living historian of the middle east. The fruit of a lifetime of scholarship and erudition, A Middle East Mosaic is a dazzling capstone to a brilliant career. In a spirited reappraisal of western views of the east and eastern views of the west over the last two thousand years, Bernard Lewis gives us a brilliant over-view of 2,000 years of commerce, diplomacy, war and exploration. This book is a delight, a treasury of stories drawn from letters, diaries and histories, but also from unpublished archives and previously untranslated accounts. Diplomats and interpreters, slaves, soldiers, pilgrims and missionaries, princes and spies, businessmen, doctors and priests all pour forth their stories of the people and events that shaped history. A Middle East Mosaic cannot fail to appeal to anyone with an appetite for history and a curiosity about the vagaries of cultural exchange.",['Bernard Lewis'],http://books.google.com/books/content?id=VudI81drMBoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=VudI81drMBoC&printsec=frontcover&dq=A+Middle+East+Mosaic:+Fragments+of+Life,+Letters,+and+History&hl=&cd=1&source=gbs_api",Modern Library,2007-12-18,https://play.google.com/store/books/details?id=VudI81drMBoC&source=gbs_api,['History'],,book_covers/990_A_Middle_East_Mosaic__Fragments_of_Life__Letters__and_History.jpg,History,1
THE MURDERS IN THE RUE MORGUE.,"Edgar Allan Poe's The Murders in the Rue Morgue represents the beginning of crime fiction. The mystery was first published in Graham's Magazine in 1841 and has been recognized as the first detective story. Poe referred to it as one of his ""tales of ratiocination."" As the first fictional detective, Poe's Dupin displays many traits which became literary conventions in subsequent fictional detectives including Sherlock Holmes and Hercule Poirot. Many later characters, for example, follow Poe's model of the brilliant detective, his personal friend who serves as narrator, and the final revelation being presented before the reasoning that leads up to it. Dupin himself reappears in The Mystery of Marie Rog t and The Purloined Letter.",['Edgar Allan Poe'],http://books.google.com/books/content?id=UVD6DQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=UVD6DQAAQBAJ&printsec=frontcover&dq=THE+MURDERS+IN+THE+RUE+MORGUE.&hl=&cd=1&source=gbs_api,Lulu.com,2017-01-21,http://books.google.com/books?id=UVD6DQAAQBAJ&dq=THE+MURDERS+IN+THE+RUE+MORGUE.&hl=&source=gbs_api,['Fiction'],35.0,book_covers/40_THE_MURDERS_IN_THE_RUE_MORGUE_.jpg,Fiction,0
the bridge at andau,"The Bridge at Andau is James A. Michener at his most gripping. His classic nonfiction account of a doomed uprising is as searing and unforgettable as any of his bestselling novels. For five brief, glorious days in the autumn of 1956, the Hungarian revolution gave its people a glimpse at a different kind of future—until, at four o’clock in the morning on a Sunday in November, the citizens of Budapest awoke to the shattering sound of Russian tanks ravaging their streets. The revolution was over. But freedom beckoned in the form of a small footbridge at Andau, on the Austrian border. By an accident of history it became, for a few harrowing weeks, one of the most important crossings in the world, as the soul of a nation fled across its unsteady planks. Praise for The Bridge at Andau “Precise, vivid . . . immeasurably stirring.”—The Atlantic Monthly “Dramatic, chilling, enraging.”—San Francisco Chronicle “Superb.”—Kirkus Reviews “Highly recommended reading.”—Library Journal",['James A. Michener'],http://books.google.com/books/content?id=LQFwDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=LQFwDwAAQBAJ&printsec=frontcover&dq=the+bridge+at+andau&hl=&cd=1&source=gbs_api,Dial Press Trade Paperback,2015-06-09,http://books.google.com/books?id=LQFwDwAAQBAJ&dq=the+bridge+at+andau&hl=&source=gbs_api,['History'],5.0,book_covers/924_the_bridge_at_andau.jpg,History,1
Music in the Old Bones: Jezebel Through the Ages,"""Music in the Old Bones is a guide to the eternal Jezebel story. The first part of this illustrated study is a detailed analysis that explores the biblical tale from traditional and feminist points of view. Gaines then analyzes the ways authors through the centuries have treated Jezebel.""--BOOK JACKET.",['Janet Howe Gaines'],http://books.google.com/books/content?id=8iXQJDavu38C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=8iXQJDavu38C&printsec=frontcover&dq=Music+in+the+Old+Bones:+Jezebel+Through+the+Ages&hl=&cd=1&source=gbs_api,SIU Press,1999,https://play.google.com/store/books/details?id=8iXQJDavu38C&source=gbs_api,['Religion'],,book_covers/642_Music_in_the_Old_Bones__Jezebel_Through_the_Ages.jpg,Religion,2
Wrangler (Hearts Of Wyoming) (Silhouette Special Edition),"THE SHERIFF'S LADY She was the best wrangler he'd ever seen. But that wasn't what drew Deputy Sheriff Zack McBride to the tempting newcomer. She had an air of mystery—and a touching vulnerability—that he found irresistible. He knew she was hiding something, but what? No matter, he vowed to protect Lori Jones and her son—if only she'd let him. Lori couldn't afford to make lasting attachments in Sunshine Gap. Most especially not to a sexy lawman who was dangerously close to discovering her secret. But whenever Zack came around, her beloved boy's eyes lit up—as did hers. And little by little, she found herself letting down her guard. Could she trust Zack with everything in the world that mattered to her? Hearts of Wyoming Rugged and wild, the McBride family has love to share…and Wyoming weddings are on their minds!",['Myrna Temte'],http://books.google.com/books/content?id=YBeDFgI50zMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=YBeDFgI50zMC&pg=PT7&dq=Wrangler+(Hearts+Of+Wyoming)+(Silhouette+Special+Edition)&hl=&cd=1&source=gbs_api,Harlequin,2011-07-15,https://play.google.com/store/books/details?id=YBeDFgI50zMC&source=gbs_api,['Fiction'],,book_covers/205_Wrangler__Hearts_Of_Wyoming___Silhouette_Special_Edition_.jpg,Fiction,0
The Shenandoah Valley in 1864 (Campaigns of the Civil War),"Generally regarded as the most important of the Civil War campaigns conducted in the Shenandoah Valley of Virginia, that of 1864 lasted more than four months and claimed more than 25,000 casualties. The armies of Philip H. Sheridan and Jubal A. Early contended for immense stakes. Beyond the agricultural bounty and the boost in morale a victory would bring, events in the Valley also would affect Abraham Lincoln's chances for reelection in the November 1864 presidential canvass. The eleven original essays in this volume reexamine common assumptions about the campaign, its major figures, and its significance. Taking advantage of the most recent scholarship and a wide range of primary sources, contributors examine strategy and tactics, the performances of key commanders on each side, the campaign's political repercussions, and the experiences of civilians caught in the path of the armies. The authors do not always agree with one another, yet, taken together, their essays highlight important connections between the home front and the battlefield, as well as ways in which military affairs, civilian experiences, and politics played off one another during the campaign. Contributors: William W. Bergen, Charlottesville, Virginia Keith S. Bohannon, State University of West Georgia Andre M. Fleche, University of Virginia Gary W. Gallagher, University of Virginia Joseph T. Glatthaar, University of North Carolina at Chapel Hill Robert E. L. Krick, Richmond, Virginia Robert K. Krick, Fredericksburg, Virginia William J. Miller, Churchville, Virginia Aaron Sheehan-Dean, University of North Florida William G. Thomas, University of Nebraska-Lincoln Joan Waugh, University of California, Los Angeles",['Gary W. Gallagher'],http://books.google.com/books/content?id=YmlifV06RsMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=YmlifV06RsMC&printsec=frontcover&dq=The+Shenandoah+Valley+in+1864+(Campaigns+of+the+Civil+War)&hl=&cd=1&source=gbs_api,Univ of North Carolina Press,2006-12-15,https://play.google.com/store/books/details?id=YmlifV06RsMC&source=gbs_api,['History'],,book_covers/953_The_Shenandoah_Valley_in_1864__Campaigns_of_the_Civil_War_.jpg,History,1
The Beginning of Wisdom (Translation From Hebrew),"Originally written in Hebrew by Ibn Ezra, ""The Beginning of Wisdom"" is one of the most important of the basic medieval texts of astrology. It serves as the backbone to an extensive textbook of astrology by Ibn Ezra, which also included ""The Book of Reasons, The Book of Nativities,"" and others.","['Abraham ben Meïr Ibn Ezra', 'Meira B. Epstein', 'Robert Hand']",http://books.google.com/books/content?id=fIZgPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=fIZgPwAACAAJ&dq=The+Beginning+of+Wisdom+(Translation+From+Hebrew)&hl=&cd=1&source=gbs_api,Arhat Publications,1998,http://books.google.com/books?id=fIZgPwAACAAJ&dq=The+Beginning+of+Wisdom+(Translation+From+Hebrew)&hl=&source=gbs_api,['History'],,book_covers/961_The_Beginning_of_Wisdom__Translation_From_Hebrew_.jpg,History,1
"I Believe in the Holy Spirit, Volume III: The River of Life Flows in the East and in the West","A key tenet of Christian faith is that the crucifixion of Jesus Christ is a unique death by which the powers of death in the world have been conquered, so that Christian life in the Spirit is marked by the promise and hope of 'new life' already anticipated in the community of baptized believers. Notwithstanding this basic tenet regarding the Christian life as a participation in the redemptive death of Jesus Christ, theology in the past, as well as much contemporary theology, tends to assign no salvific significance to the event of our own death, focusing instead on death in negative terms as the wages of sin. This work is a significant retort to theological neglect, both Catholic and Protestant, of the positive and transformative aspect of our death when conceived as a dying into the redemptive death of Jesus Christ. The development of Henry L. Novello's proposed theology of death takes place in conversation with the pre-eminent contemporary contributors to this field of theological inquiry. By offering comprehensive critiques of Karl Rahner, Hans Urs von Balthasar, Karl Barth, Eberhard Jüngel and Jürgen Moltmann, Novello painstakingly pieces together a positive construal of death as salvific and transformative. What is especially distinctive about Novello's work is that he develops the idea of death as a sharing in the 'admirable exchange of natures' in the person of Jesus Christ, from which emerges his theory of resurrection at death for all. The reach of the work is extended by exploring some pastoral and liturgical implications of a theology of death conceived as the privileged moment for the actualization of God's grace in Jesus Christ, and thus being created anew in the power of the Spirit.",['Dr Henry L Novello'],http://books.google.com/books/content?id=8fmhAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=8fmhAgAAQBAJ&pg=PA234&dq=I+Believe+in+the+Holy+Spirit,+Volume+III:+The+River+of+Life+Flows+in+the+East+and+in+the+West&hl=&cd=1&source=gbs_api","Ashgate Publishing, Ltd.",2013-06-28,"http://books.google.com/books?id=8fmhAgAAQBAJ&dq=I+Believe+in+the+Holy+Spirit,+Volume+III:+The+River+of+Life+Flows+in+the+East+and+in+the+West&hl=&source=gbs_api",['Religion'],,book_covers/515_I_Believe_in_the_Holy_Spirit__Volume_III__The_River_of_Life_Flows_in_the_East_and_in_the_West.jpg,Religion,2
Writing in Ancient Mesopotamia (Writing in the Ancient World),"Cuneiform Texts and the Writing of History discusses how the abundant Mesopotamian cuneiform text sources can be used for the study of various aspects of history: political, social, economic and gender. Marc Van De Mieroop provides a student-friendly introduction to the subject and: * criticises disciplinary methodologies which are often informed by a desire to write a history of events * scrutinises the intellectual background of historical writings * examines how Mesopotamia's position as the 'other' in Classical and Biblical writings has influenced scholarship * illustrates approaches with examples taken from the entirety of Mesopotamian history.",['Marc Van De Mieroop'],http://books.google.com/books/content?id=c1aFAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=c1aFAgAAQBAJ&printsec=frontcover&dq=Writing+in+Ancient+Mesopotamia+(Writing+in+the+Ancient+World)&hl=&cd=1&source=gbs_api,Routledge,2005-08-08,https://play.google.com/store/books/details?id=c1aFAgAAQBAJ&source=gbs_api,['History'],,book_covers/711_Writing_in_Ancient_Mesopotamia__Writing_in_the_Ancient_World_.jpg,History,1
Illustrated Manners And Customs Of The Bible Super Value Edition,"This fully illustrated encyclopedic guide to the Bible's manners, customs, and times puts a wealth of information at your fingertips. Forty-six sections cover the people of the Bible and how they lived-from family life to law to transportation. This affordable one-volume resource offers over 6,000 topics and facts, making the wonders of Bible cultures more accessible than ever before.","['J. I. Packer', 'Merrill C. Tenney']",http://books.google.com/books/content?id=9oa9PAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=9oa9PAAACAAJ&dq=Illustrated+Manners+And+Customs+Of+The+Bible+Super+Value+Edition&hl=&cd=1&source=gbs_api,Nelson Reference & Electronic Publishing,2003-04-30,http://books.google.nl/books?id=9oa9PAAACAAJ&dq=Illustrated+Manners+And+Customs+Of+The+Bible+Super+Value+Edition&hl=&source=gbs_api,['Religion'],,book_covers/504_Illustrated_Manners_And_Customs_Of_The_Bible_Super_Value_Edition.jpg,Religion,2
The Cowboy's Bride (Love Inspired #67),"Joe Brewer did not believe in love at first sight... Still, the cowboy's lonely heart skipped a beat at first sight of Rebecca Stevenson.",['Carolyne Aarsen'],http://books.google.com/books/content?id=7mjz5htarJ8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=7mjz5htarJ8C&dq=The+Cowboy%27s+Bride+(Love+Inspired&hl=&cd=1&source=gbs_api,HarperCollins UK,2011-11-01,http://books.google.com/books?id=7mjz5htarJ8C&dq=The+Cowboy%27s+Bride+(Love+Inspired&hl=&source=gbs_api,['Fiction'],,book_covers/178_The_Cowboy_s_Bride__Love_Inspired__67_.jpg,Fiction,0
Second Timothy MacArthur New Testament Commentary (Macarthur New Testament Commentary Serie),"These study guides, part of a set from noted Bible scholar, John MacArthur, take readers on a journey through biblical texts to discover what lies beneath the surface, focusing on meaning and context, and then reflecting on the explored passage or concept. With probing questions that guide the reader toward application, as well as ample space for journaling, The MacArthur Bible Studies are invaluable tools for Bible students of all ages. This work on Second Timothy is part of a New Testament commentary series which has as its objective explaining and applying Scripture, focusing on the major doctrines, and how they relate to the whole of the Bible. This passage-by-passage study of the Epistle of 2 Timothy follows John MacArthur's orientation toward explanation and exposition rather than overly-academic concentration on linguistics, theology, or homiletics.",['John MacArthur'],http://books.google.com/books/content?id=SSw_jwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=SSw_jwEACAAJ&dq=Second+Timothy+MacArthur+New+Testament+Commentary+(Macarthur+New+Testament+Commentary+Serie)&hl=&cd=1&source=gbs_api,Moody Publishers,1995,http://books.google.com/books?id=SSw_jwEACAAJ&dq=Second+Timothy+MacArthur+New+Testament+Commentary+(Macarthur+New+Testament+Commentary+Serie)&hl=&source=gbs_api,['Religion'],,book_covers/632_Second_Timothy_MacArthur_New_Testament_Commentary__Macarthur_New_Testament_Commentary_Serie_.jpg,Religion,2
THE PANZER LEGIONS. A GUIDE TO THE GERMAN ARMY TANK DIVISIONS OF WORLD WAR II AND THEIR COMMANDERS,"Hitler's tank divisions were some of his most feared troops and most lethal weapons during World War II. From success to failure, in victory and defeat, each division played a role in Hitler's campaign against the Allies. This is the first guide to chronicle the history of each division from its inception to its destruction. With painstaking research and attention to detail, Mitcham describes the formation and organization of each, then discusses its overall combat history. He also includes a career sketch of every panzer divisional commander. Includes a comprehensive index of individuals, units, battles, and campaigns.",['Samuel W. Mitcham'],http://books.google.com/books/content?id=22xXkYIu_vYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=22xXkYIu_vYC&printsec=frontcover&dq=THE+PANZER+LEGIONS.+A+GUIDE+TO+THE+GERMAN+ARMY+TANK+DIVISIONS+OF+WORLD+WAR+II+AND+THEIR+COMMANDERS&hl=&cd=1&source=gbs_api,Stackpole Books,2006-11-15,http://books.google.nl/books?id=22xXkYIu_vYC&dq=THE+PANZER+LEGIONS.+A+GUIDE+TO+THE+GERMAN+ARMY+TANK+DIVISIONS+OF+WORLD+WAR+II+AND+THEIR+COMMANDERS&hl=&source=gbs_api,['History'],,book_covers/821_THE_PANZER_LEGIONS__A_GUIDE_TO_THE_GERMAN_ARMY_TANK_DIVISIONS_OF_WORLD_WAR_II_AND_THEIR_COMMANDERS.jpg,History,1
"Good Choice, Bad Choice (Lifeguide Bible Studies)",Every day we make choices. Will I watch a TV show or play outside after supper? What will I do when someone makes me mad? The Bible shows us how God helped other people make decisions--and how He will help us.,['Darrel A. Trulson'],http://books.google.com/books/content?id=1TLNNwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=1TLNNwAACAAJ&dq=Good+Choice,+Bad+Choice+(Lifeguide+Bible+Studies)&hl=&cd=1&source=gbs_api",Intervarsity Press,1995-01-01,"http://books.google.com/books?id=1TLNNwAACAAJ&dq=Good+Choice,+Bad+Choice+(Lifeguide+Bible+Studies)&hl=&source=gbs_api",['Religion'],,book_covers/345_Good_Choice__Bad_Choice__Lifeguide_Bible_Studies_.jpg,Religion,2
The pendulum & your health,"It is almost impossible to escape the Spanish Inquisition alive. However, Edgar Allan Poe’s unnamed narrator, after suffering innumerable tortures upon his body and soul in the hands of his tormenters, sees the light of the day at the very end of his sanity’s tether. Even despite the lack of supernatural elements, ""The Pit and the Pendulum"" (1842) has enjoyed and influenced several notable movie adaptations. Animations such as The ""Flinstones"", TV series like ""Crime Scene Investigation"", to films like Roger Corman’s ""The Pit and the Pendulum"" (1961), starring Vincent Price and some torture methods found in the ""Saw"" franchise, the story’s famous pendulum scene is a rather fruitful source of inspirations. Yet, despite the terrific torments, the story focuses primarily on how terror is implicitly depicted through the workings of the mind. Edgar Allan Poe (1809-1849) was an American poet, author, and literary critic. Most famous for his poetry, short stories, and tales of the supernatural, mysterious, and macabre, he is also regarded as the inventor of the detective genre and a contributor to the emergence of science fiction, dark romanticism, and weird fiction. His most famous works include ""The Raven"" (1945), ""The Black Cat"" (1943), and ""The Gold-Bug"" (1843).",['Edgar Allan Poe'],http://books.google.com/books/content?id=-wTxDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=-wTxDwAAQBAJ&printsec=frontcover&dq=The+pendulum&hl=&cd=1&source=gbs_api,Lindhardt og Ringhof,2020-08-26,https://play.google.com/store/books/details?id=-wTxDwAAQBAJ&source=gbs_api,['Fiction'],23.0,book_covers/67_The_pendulum___your_health.jpg,Fiction,0
Wings of Power: Boeing and the Politics of Growth in the Northwest,"A professor of journalism and political science sheds light on the powerful influence of the Boeing Company on Washington state, tracing the history of the corporation and its role in the state's political power management.",['T. M. Sell'],http://books.google.com/books/content?id=U1JbngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=U1JbngEACAAJ&dq=Wings+of+Power:+Boeing+and+the+Politics+of+Growth+in+the+Northwest&hl=&cd=1&source=gbs_api,,2001-01-01,http://books.google.com/books?id=U1JbngEACAAJ&dq=Wings+of+Power:+Boeing+and+the+Politics+of+Growth+in+the+Northwest&hl=&source=gbs_api,['History'],,book_covers/886_Wings_of_Power__Boeing_and_the_Politics_of_Growth_in_the_Northwest.jpg,History,1
"Expanded Panorama Bible Study Course, The",Designed to help the reader better visualize the continuity and significance of Bible events. Illustrated.,['Alfred Thompson Eade'],http://books.google.com/books/content?id=ZVkJAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=ZVkJAQAAIAAJ&q=Expanded+Panorama+Bible+Study+Course,+The&dq=Expanded+Panorama+Bible+Study+Course,+The&hl=&cd=1&source=gbs_api",Revell,1961-02,"http://books.google.com/books?id=ZVkJAQAAIAAJ&dq=Expanded+Panorama+Bible+Study+Course,+The&hl=&source=gbs_api",['Religion'],2.0,book_covers/587_Expanded_Panorama_Bible_Study_Course__The.jpg,Religion,2
The devil in the flesh,"The tragic and complicated French romance about a teenage boy who seduces the wife of a soldier during World War I—and one of the most startling literary debuts of all time A Penguin Classic As the First World War reaches its final year, an illicit love affair is beginning between a sixteen-year-old boy and a young woman who is married to a soldier at the front. They meet secretly in her flat on the outskirts of Paris, in cornfields and on river banks. When she receives letters from her husband, they burn them together. Intoxicated by passion, they cannot bear to end their affair, even when it causes a scandal among their friends and neighbours. Instead, they can only hurtle towards tragedy. Written in spare, haunting prose when Raymond Radiguet was still a teenager, and loosely based on his life, The Devil in the Flesh became an instant bestseller and its author was hailed as a genius, before dying tragically at the age of twenty. It is a work of startling imagery and subtle beauty about power, betrayal, and passion that expresses all the anguish and joy of adolescence.",['Raymond Radiguet'],http://books.google.com/books/content?id=hplPEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=hplPEAAAQBAJ&dq=The+devil+in+the+flesh&hl=&cd=1&source=gbs_api,Penguin,2020-07-14,http://books.google.com/books?id=hplPEAAAQBAJ&dq=The+devil+in+the+flesh&hl=&source=gbs_api,['Fiction'],,book_covers/92_The_devil_in_the_flesh.jpg,Fiction,0
Ticket to Paradise,"Jessa Dawson is a cynical manager of a five-star hotel in Roanoke, Virginia. She’s never been the type who longed for adventure, romance, or living in the moment. For Jessa, her career has always been her top priority, though lately even that part of her life is becoming less fulfilling. Jessa isn’t much of a people person and has always tried to fly beneath the radar whenever possible. Beautiful and mysterious Holly Reynolds is quite the opposite. She’s always up for an adventure. As a retired model, Holly has traveled the world, yet she still has one fear in life. Holly is terrified of being in confined spaces, planes especially. When she travels, she finds herself becoming lost in an alcoholic oblivion to block out her anxiety. Jessa's and Holly’s paths cross on a flight to Las Vegas. Jessa is instantly annoyed with Holly’s constant chatter, but Holly is simply trying to prevent a panic attack from occurring. By the time the flight lands, the sparks are undeniable, and Jessa finds herself becoming lost in Holly’s charms. After a little too much alcohol, neither of their lives will ever be the same.",['Joann Lee'],http://books.google.com/books/content?id=n99qOTBBd80C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=n99qOTBBd80C&pg=PP1&dq=Ticket+to+Paradise&hl=&cd=1&source=gbs_api,JMS Books LLC,2013-08-21,https://play.google.com/store/books/details?id=n99qOTBBd80C&source=gbs_api,['Fiction'],,book_covers/229_Ticket_to_Paradise.jpg,Fiction,0
